"","osm_id","name","st_asgeojson"
"15",-388234,"okres Bratislava I","{""type"":""Polygon"",""coordinates"":[[[17.072135,48.171014],[17.0724,48.170873],[17.072407,48.170869],[17.072417,48.170864],[17.072537,48.170801],[17.072543,48.170797],[17.072562,48.170787],[17.07261,48.170762],[17.073469,48.170296],[17.073528,48.170264],[17.074061,48.169975],[17.074375,48.169804],[17.074417,48.169782],[17.074948,48.169494],[17.075223,48.169342],[17.075239,48.169333],[17.075513,48.169176],[17.075519,48.169173],[17.0757005,48.1690653],[17.0759986,48.1688917],[17.076213,48.1687647],[17.076285,48.1687248],[17.0763831,48.1686514],[17.076605,48.168458],[17.076673,48.168408],[17.076704,48.168384],[17.076726,48.16837],[17.076754,48.16834],[17.07686,48.168232],[17.076961,48.16813],[17.077135,48.167982],[17.077383,48.167772],[17.077594,48.167592],[17.077697,48.167506],[17.077765,48.167449],[17.077788,48.16743],[17.077823,48.167401],[17.07789,48.167309],[17.077903,48.167237],[17.077859,48.167116],[17.077669,48.166913],[17.077678,48.166908],[17.077695,48.1669],[17.07774,48.166885],[17.077818,48.16686],[17.0778269,48.1668487],[17.077895,48.166833],[17.077843,48.166773],[17.077647,48.166547],[17.077596,48.166493],[17.077539,48.166456],[17.077172,48.166059],[17.07707,48.165945],[17.077056,48.165929],[17.077021,48.165879],[17.077005,48.165858],[17.076972,48.165859],[17.076874,48.165733],[17.076825,48.165671],[17.076778,48.165609],[17.076748,48.16557],[17.076712,48.165524],[17.076601,48.165333],[17.076496,48.16508],[17.076438,48.164828],[17.07643,48.164761],[17.076424,48.164707],[17.076414,48.16462],[17.076418,48.164226],[17.076418,48.164203],[17.076419,48.164086],[17.076419,48.164006],[17.07642,48.163949],[17.076422,48.163703],[17.076423,48.163505],[17.076443,48.162796],[17.076447,48.162276],[17.076446,48.162203],[17.07649,48.161991],[17.076523,48.161841],[17.076541,48.161759],[17.076542,48.161669],[17.076542,48.161641],[17.076542,48.161592],[17.076543,48.161544],[17.076545,48.161429],[17.076546,48.161388],[17.076547,48.161287],[17.076548,48.161227],[17.076556,48.160702],[17.076556,48.160662],[17.076557,48.16061],[17.076558,48.16058],[17.076566,48.160567],[17.07657,48.160559],[17.076574,48.160555],[17.076563,48.160483],[17.07652,48.160483],[17.076498,48.160482],[17.076471,48.160166],[17.076474,48.159926],[17.076476,48.159704],[17.076494,48.159182],[17.076495,48.158986],[17.076496,48.158764],[17.076496,48.158458],[17.076495,48.158333],[17.076495,48.158244],[17.076504,48.158061],[17.076531,48.157434],[17.076554,48.156646],[17.076596,48.156399],[17.076703,48.155749],[17.076714,48.155678],[17.076741,48.155552],[17.076754,48.155491],[17.076767,48.15543],[17.076808,48.155239],[17.076852,48.155035],[17.076875,48.154925],[17.076878,48.154913],[17.076907,48.154774],[17.077007,48.15431],[17.077055,48.154086],[17.077105,48.153862],[17.07714,48.1537],[17.077143,48.153683],[17.077151,48.153642],[17.077152,48.153633],[17.077162,48.153574],[17.077193,48.153392],[17.077221,48.153139],[17.07721,48.153054],[17.077194,48.152932],[17.077114,48.152754],[17.077058,48.152632],[17.077033,48.152577],[17.076996,48.152472],[17.077022,48.152467],[17.07704,48.152465],[17.077024,48.15242],[17.076887,48.152042],[17.076865,48.151979],[17.076765,48.15157],[17.076735,48.151352],[17.076695,48.150886],[17.076659,48.150888],[17.076547,48.149062],[17.076516,48.148536],[17.076512,48.148386],[17.07647,48.147897],[17.076414,48.147321],[17.076405,48.147165],[17.076417,48.147107],[17.076426,48.146981],[17.076459,48.146905],[17.076476,48.14687],[17.076525,48.146771],[17.076485,48.14677],[17.076452,48.146769],[17.07639,48.146767],[17.07636,48.146766],[17.076312,48.146765],[17.07629,48.146765],[17.076243,48.146764],[17.076175,48.146762],[17.07613,48.146761],[17.076133,48.146749],[17.076142,48.146716],[17.076117,48.146636],[17.076049,48.146412],[17.076002,48.146257],[17.075976,48.146172],[17.075932,48.146027],[17.075839,48.145904],[17.07569,48.145706],[17.075676,48.145688],[17.075575,48.145554],[17.075539,48.145507],[17.075532,48.145499],[17.074929,48.144807],[17.074917,48.144793],[17.074817,48.144682],[17.074461,48.144381],[17.074415,48.14426],[17.074395,48.144207],[17.074255,48.144187],[17.074241,48.144113],[17.073896,48.142414],[17.075042,48.14205],[17.07521,48.141996],[17.075443,48.141954],[17.07557,48.141929],[17.075903,48.141878],[17.076368,48.141792],[17.076744,48.14172],[17.077134,48.141643],[17.077998,48.141488],[17.078662,48.141449],[17.079989,48.141327],[17.080773,48.141273],[17.081555,48.141135],[17.082079,48.141052],[17.08298,48.140875],[17.083631,48.14074],[17.084374,48.140624],[17.085258,48.140442],[17.085611,48.14037],[17.086373,48.140251],[17.086577,48.140218],[17.087085,48.140119],[17.087771,48.139989],[17.088254,48.139895],[17.088398,48.139865],[17.089517,48.139644],[17.090123,48.139524],[17.090571,48.139437],[17.091091,48.139332],[17.091975,48.139162],[17.092362,48.139091],[17.092524,48.139062],[17.093226,48.138933],[17.093624,48.138865],[17.094358,48.138734],[17.09496,48.138639],[17.095242,48.138606],[17.096002,48.138534],[17.096312,48.138507],[17.096598,48.138484],[17.097095,48.138443],[17.097594,48.138404],[17.098195,48.138365],[17.098716,48.138349],[17.099653,48.138315],[17.099765,48.138311],[17.099943,48.138306],[17.101013,48.138267],[17.102072,48.138261],[17.102287,48.138259],[17.102817,48.13825],[17.10357,48.13824],[17.104042,48.138235],[17.104395,48.138225],[17.104406,48.138225],[17.10452,48.138229],[17.104547,48.13823],[17.104663,48.138232],[17.104674,48.138231],[17.1060102,48.1382498],[17.108362,48.138302],[17.109508,48.138321],[17.111359,48.138346],[17.113178,48.138333],[17.116728,48.138268],[17.1170615,48.1382619],[17.1170162,48.1376987],[17.1169411,48.1376325],[17.1169298,48.1374951],[17.1169944,48.1374269],[17.1168967,48.1362115],[17.1168924,48.1358774],[17.116995,48.1358751],[17.1170534,48.1358738],[17.1171491,48.1358716],[17.1171545,48.1359069],[17.117231,48.135905],[17.117261,48.1359],[17.117278,48.135889],[17.11729,48.135871],[17.117366,48.135859],[17.117303,48.135899],[17.1171647,48.1359756],[17.1171984,48.1362012],[17.11725,48.136844],[17.117253,48.136874],[17.1172959,48.1374144],[17.1173709,48.1374793],[17.1173822,48.1376167],[17.1173181,48.13769],[17.1173637,48.1382574],[17.1173953,48.13865],[17.1174691,48.1387149],[17.1174793,48.1388538],[17.1174174,48.1389257],[17.1174815,48.1397225],[17.117492,48.139963],[17.117917,48.139943],[17.117918,48.139957],[17.11792,48.139973],[17.117863,48.140035],[17.117836,48.140063],[17.117814,48.140087],[17.118061,48.140141],[17.1181,48.140149],[17.118102,48.140158],[17.118108,48.140159],[17.118193,48.140156],[17.118252,48.140155],[17.118255,48.140179],[17.118256,48.140183],[17.118293,48.140193],[17.118445,48.140227],[17.1185662,48.1402504],[17.118671,48.140278],[17.118872,48.140323],[17.118877,48.140324],[17.118895,48.140329],[17.118899,48.140331],[17.118962,48.140345],[17.119096,48.140376],[17.119138,48.140385],[17.119185,48.140397],[17.119211,48.140402],[17.119403,48.140444],[17.119454,48.140456],[17.119464,48.14046],[17.119508,48.140469],[17.119584,48.140486],[17.119601,48.14049],[17.120143,48.140721],[17.120318,48.140795],[17.120395,48.140828],[17.120446,48.14085],[17.120475,48.140849],[17.120476,48.140851],[17.120505,48.140849],[17.12062,48.140839],[17.120941,48.140815],[17.121108,48.140802],[17.121154,48.140799],[17.121277,48.140789],[17.121318,48.140786],[17.121587,48.140766],[17.121692,48.140758],[17.121848,48.140747],[17.122607,48.140689],[17.122801,48.140675],[17.123306,48.140637],[17.123348,48.140635],[17.124284,48.140566],[17.124566,48.140544],[17.124625,48.140539],[17.12464,48.140538],[17.125566,48.140469],[17.125688,48.140461],[17.126292,48.140413],[17.126474,48.140398],[17.126637,48.140385],[17.127154,48.140343],[17.127261,48.140335],[17.12727,48.140334],[17.127307,48.140331],[17.127318,48.14033],[17.127423,48.140324],[17.127431,48.140323],[17.12787,48.140294],[17.127888,48.140293],[17.128422,48.140257],[17.128569,48.140248],[17.128622,48.140243],[17.128693,48.140238],[17.128763,48.140233],[17.128912,48.140221],[17.129003,48.140214],[17.129222,48.140197],[17.129262,48.140257],[17.129266,48.140263],[17.129268,48.140267],[17.129304,48.140327],[17.129423,48.14054],[17.129438,48.140569],[17.129442,48.140576],[17.129549,48.140758],[17.129569,48.140792],[17.129669,48.140964],[17.129702,48.141023],[17.129711,48.141041],[17.129713,48.141043],[17.129724,48.141062],[17.129726,48.141064],[17.129852,48.141279],[17.130084,48.141678],[17.130219,48.141912],[17.13026,48.141984],[17.130264,48.14199],[17.130349,48.142138],[17.130361,48.142157],[17.130366,48.142164],[17.130429,48.142271],[17.130732,48.142783],[17.130738,48.142795],[17.13074,48.142796],[17.130765,48.142842],[17.13077,48.142849],[17.130773,48.142854],[17.130834,48.142964],[17.13083,48.142965],[17.130852,48.143001],[17.130856,48.143001],[17.130863,48.143014],[17.130865,48.14302],[17.130872,48.143033],[17.130893,48.143072],[17.130896,48.143078],[17.130903,48.143086],[17.130913,48.143105],[17.130949,48.143165],[17.130955,48.143178],[17.130991,48.143239],[17.130999,48.143252],[17.13102,48.143289],[17.131044,48.143329],[17.131071,48.143376],[17.131084,48.1434],[17.131112,48.143446],[17.131122,48.143465],[17.13115,48.143512],[17.131241,48.143668],[17.131247,48.143681],[17.13125,48.143684],[17.131256,48.143695],[17.131259,48.143699],[17.131264,48.143708],[17.131275,48.143729],[17.131306,48.143782],[17.131313,48.143793],[17.131344,48.143846],[17.131351,48.143859],[17.131382,48.14391],[17.13139,48.143927],[17.13147,48.144071],[17.1315,48.144118],[17.13174,48.144532],[17.131991,48.144965],[17.132011,48.145001],[17.132102,48.145156],[17.132147,48.145233],[17.132167,48.145267],[17.132172,48.145274],[17.132183,48.145295],[17.132189,48.145304],[17.132208,48.145335],[17.13235,48.145576],[17.13238,48.145627],[17.13245,48.145748],[17.132043,48.145789],[17.1317119,48.145809],[17.1316519,48.145815],[17.131493,48.145845],[17.131383,48.145856],[17.131269,48.145867],[17.131172,48.145877],[17.130821,48.145913],[17.130522,48.145944],[17.13036,48.14596],[17.130226,48.145973],[17.129839,48.146013],[17.129802,48.146017],[17.129731,48.146023],[17.129282,48.14607],[17.129251,48.146073],[17.129217,48.146077],[17.129194,48.146079],[17.129135,48.146085],[17.129089,48.14609],[17.129013,48.146097],[17.128622,48.146137],[17.128597,48.14614],[17.128519,48.146148],[17.128339,48.146165],[17.12833,48.146166],[17.128329,48.146166],[17.128291,48.146175],[17.128288,48.146176],[17.128121,48.146204],[17.128048,48.146212],[17.127461,48.146271],[17.127386,48.146279],[17.126666,48.146353],[17.126596,48.146359],[17.126576,48.146361],[17.12656,48.146363],[17.126511,48.146368],[17.126267,48.146391],[17.126242,48.146395],[17.126248,48.146377],[17.126211,48.146382],[17.126134,48.146389],[17.126014,48.1464],[17.125943,48.146408],[17.125821,48.14642],[17.125717,48.146431],[17.125033,48.1465],[17.124987,48.146503],[17.124901,48.146513],[17.124763,48.146527],[17.1247794,48.1465612],[17.124786,48.14659],[17.124787,48.146593],[17.124827,48.146704],[17.124914,48.146945],[17.124925,48.146978],[17.124931,48.146993],[17.12496,48.147077],[17.124973,48.14711],[17.124984,48.14714],[17.125008,48.147211],[17.125014,48.147224],[17.125025,48.147256],[17.125041,48.147301],[17.125041,48.147316],[17.125039,48.147357],[17.125048,48.147371],[17.125079,48.147371],[17.125147,48.147373],[17.125182,48.147374],[17.125187,48.147387],[17.125187,48.147389],[17.125196,48.147419],[17.125202,48.147439],[17.125238,48.147547],[17.125241,48.147556],[17.125243,48.14756],[17.125263,48.147624],[17.125302,48.147742],[17.125303,48.147743],[17.125304,48.147744],[17.1253137,48.1477532],[17.125393,48.148014],[17.125496,48.148311],[17.125502,48.148328],[17.125526,48.148395],[17.12556,48.148467],[17.125563,48.148473],[17.125706,48.148774],[17.125788,48.149078],[17.125822,48.149194],[17.125835,48.149238],[17.125854,48.149302],[17.125909,48.149454],[17.125917,48.14948],[17.125927,48.149506],[17.125936,48.149531],[17.125946,48.149559],[17.125953,48.149587],[17.125963,48.14961],[17.125973,48.149638],[17.125981,48.149663],[17.125991,48.14969],[17.126001,48.149716],[17.126009,48.149744],[17.126083,48.149731],[17.126092,48.14976],[17.12602,48.149772],[17.126031,48.149797],[17.12604,48.149822],[17.126049,48.149848],[17.126058,48.149875],[17.126069,48.149902],[17.126078,48.149927],[17.126087,48.149955],[17.126096,48.14998],[17.126105,48.150007],[17.126114,48.150033],[17.126123,48.150059],[17.126133,48.150086],[17.126142,48.150112],[17.126152,48.150139],[17.126161,48.150166],[17.126172,48.150191],[17.126179,48.150218],[17.12619,48.150243],[17.126198,48.150271],[17.126208,48.150296],[17.126216,48.150323],[17.126226,48.15035],[17.126234,48.150376],[17.126244,48.150402],[17.126254,48.150428],[17.126264,48.150456],[17.126272,48.150482],[17.126281,48.150508],[17.12629,48.150535],[17.126301,48.150563],[17.12631,48.150588],[17.126318,48.150612],[17.126327,48.15064],[17.126338,48.150668],[17.126346,48.150693],[17.126356,48.15072],[17.126365,48.150746],[17.126375,48.150772],[17.126383,48.150799],[17.126395,48.150824],[17.126402,48.150851],[17.126412,48.150878],[17.12642,48.150904],[17.126428,48.15093],[17.126438,48.150955],[17.126448,48.150983],[17.126459,48.151012],[17.12653,48.151],[17.1264173,48.1510364],[17.126441,48.151125],[17.1264745,48.1512445],[17.126572,48.151638],[17.126655,48.151834],[17.126643,48.151907],[17.126757,48.152331],[17.126703,48.152339],[17.126609,48.152352],[17.126628,48.152426],[17.126663,48.152563],[17.126649,48.152565],[17.126681,48.152684],[17.126694,48.152683],[17.126702,48.152713],[17.126024,48.153003],[17.126111,48.153094],[17.125956,48.153159],[17.125903,48.153183],[17.125898,48.153219],[17.125881,48.153332],[17.125872,48.153367],[17.1257455,48.1536732],[17.125646,48.153914],[17.1250512,48.1555887],[17.1250163,48.1557212],[17.1250392,48.1557804],[17.125151,48.15607],[17.125142,48.156061],[17.125129,48.156053],[17.12507,48.156009],[17.125068,48.15601],[17.124985,48.155943],[17.124883,48.15593],[17.124768,48.155967],[17.124766,48.155965],[17.124684,48.155992],[17.124668,48.155995],[17.124599,48.156016],[17.124575,48.156022],[17.124561,48.156026],[17.124568,48.156045],[17.123891,48.15626],[17.123248,48.156463],[17.120696,48.157265],[17.120693,48.157263],[17.120676,48.157269],[17.120678,48.157271],[17.120539,48.157315],[17.120537,48.157312],[17.120517,48.157319],[17.120519,48.157321],[17.120297,48.15739],[17.120278,48.15737],[17.120261,48.157351],[17.120208,48.157278],[17.12018,48.157239],[17.120166,48.157221],[17.120157,48.157211],[17.120144,48.157215],[17.120128,48.157222],[17.120094,48.157236],[17.120061,48.157251],[17.120015,48.15727],[17.119954,48.157295],[17.119928,48.157306],[17.119723,48.157381],[17.119665,48.157408],[17.119562,48.157457],[17.1195,48.157486],[17.1194009,48.1575421],[17.119338,48.157578],[17.119157,48.157542],[17.119108,48.157532],[17.119008,48.157513],[17.118761,48.157465],[17.118766,48.157462],[17.118733,48.157457],[17.118688,48.157447],[17.118686,48.157452],[17.118378,48.157394],[17.118169,48.157354],[17.118163,48.157394],[17.118152,48.157474],[17.118162,48.157514],[17.118108,48.157539],[17.1180543,48.1575645],[17.11803,48.157576],[17.117972,48.157604],[17.117923,48.157627],[17.117896,48.157639],[17.117868,48.157653],[17.117855,48.15766],[17.117809,48.157682],[17.117711,48.157728],[17.117533,48.157814],[17.117382,48.157887],[17.11723,48.15796],[17.11712,48.158013],[17.116986,48.158077],[17.116941,48.158162],[17.11693,48.158184],[17.116854,48.158247],[17.116801,48.15829],[17.116746,48.158334],[17.116733,48.158346],[17.116679,48.158391],[17.116617,48.158441],[17.116604,48.158452],[17.116561,48.158488],[17.116448,48.158582],[17.116378,48.158639],[17.116309,48.158697],[17.116199,48.158788],[17.116119,48.158855],[17.116121,48.158856],[17.116106,48.158868],[17.116093,48.158878],[17.11608,48.158888],[17.116059,48.158906],[17.115908,48.159032],[17.115907,48.159031],[17.115686,48.159214],[17.115499,48.159367],[17.115402,48.159448],[17.115376,48.15947],[17.115203,48.159481],[17.114739,48.15951],[17.114743,48.159526],[17.114744,48.159532],[17.11476,48.159609],[17.114743,48.15961],[17.114627,48.15962],[17.114456,48.15949],[17.114251,48.159378],[17.113897,48.159186],[17.113907,48.159231],[17.113911,48.159257],[17.113912,48.15928],[17.113908,48.159309],[17.113901,48.159326],[17.113892,48.159344],[17.11387,48.159373],[17.113866,48.159376],[17.113604,48.159581],[17.113591,48.159591],[17.113587,48.159594],[17.113568,48.159585],[17.113525,48.159606],[17.113489,48.159616],[17.113448,48.159619],[17.113416,48.159616],[17.113392,48.159609],[17.112439,48.159295],[17.112173,48.159214],[17.111739,48.159104],[17.111215,48.158983],[17.110216,48.158881],[17.109612,48.158821],[17.109405,48.1588377],[17.109302,48.15884],[17.109068,48.158836],[17.109029,48.15883],[17.108996,48.158816],[17.108968,48.158797],[17.108952,48.158776],[17.108938,48.158756],[17.108867,48.158764],[17.108778,48.158773],[17.108773,48.158774],[17.108571,48.15881],[17.108369,48.158846],[17.108167,48.158881],[17.10813,48.15889],[17.107941,48.158947],[17.107803,48.158999],[17.10768,48.159057],[17.107693,48.159105],[17.107601,48.159218],[17.107519,48.159302],[17.107471,48.159337],[17.107252,48.159479],[17.107113,48.159543],[17.106784,48.159645],[17.106599,48.159699],[17.106201,48.159783],[17.105969,48.159844],[17.105689,48.159929],[17.105489,48.159997],[17.105341,48.160049],[17.104896,48.160221],[17.104679,48.160361],[17.104647,48.160386],[17.104531,48.160466],[17.104489,48.160493],[17.104369,48.16059],[17.104015,48.160881],[17.103853,48.161015],[17.103803,48.161046],[17.103655,48.161151],[17.10301,48.161511],[17.102646,48.161712],[17.102502,48.161782],[17.101856,48.162045],[17.101431,48.162172],[17.101047,48.16229],[17.100719,48.162389],[17.100675,48.162402],[17.100657,48.162408],[17.100643,48.162412],[17.099933,48.162627],[17.09988,48.162635],[17.099195,48.162693],[17.09915,48.162699],[17.099018,48.162709],[17.098909,48.16272],[17.098905,48.162726],[17.098874,48.162783],[17.098863,48.162802],[17.098846,48.162803],[17.09864,48.162829],[17.098616,48.16283],[17.098555,48.16283],[17.098421,48.16283],[17.098387,48.162833],[17.098129,48.162859],[17.097972,48.162874],[17.097914,48.16288],[17.09789,48.1628824],[17.097805,48.162891],[17.09775,48.162896],[17.097614,48.162908],[17.097598,48.162912],[17.097433,48.162927],[17.097411,48.162927],[17.097158,48.16295],[17.097125,48.162953],[17.097081,48.16296],[17.096818,48.162998],[17.096797,48.163],[17.096708,48.163012],[17.09667,48.163017],[17.096562,48.163033],[17.096334,48.16306],[17.096198,48.163076],[17.095982,48.163102],[17.095895,48.163111],[17.095881,48.163118],[17.095796,48.163153],[17.095784,48.163162],[17.09575,48.163165],[17.095469,48.163267],[17.095339,48.163313],[17.095217,48.163331],[17.095101,48.163348],[17.095037,48.163358],[17.09502,48.163359],[17.094886,48.163378],[17.09479,48.163393],[17.094725,48.163403],[17.094589,48.163408],[17.094573,48.163409],[17.094557,48.163409],[17.094535,48.16341],[17.094508,48.163413],[17.0945,48.163412],[17.094423,48.163415],[17.094335,48.163419],[17.094284,48.163421],[17.094162,48.163426],[17.094044,48.163431],[17.093886,48.163437],[17.093809,48.163442],[17.093793,48.163443],[17.093534,48.163462],[17.093172,48.163488],[17.0929,48.163504],[17.09288,48.163505],[17.092875,48.163506],[17.092865,48.163506],[17.092743,48.163514],[17.092809,48.163457],[17.092837,48.163434],[17.092884,48.163394],[17.092808,48.163384],[17.092431,48.163333],[17.092421,48.163345],[17.092456,48.163378],[17.092469,48.163402],[17.092471,48.16343],[17.092465,48.163451],[17.092449,48.163477],[17.0924,48.163507],[17.092316,48.163558],[17.092226,48.163611],[17.092189,48.163632],[17.092034,48.163724],[17.091982,48.163754],[17.091952,48.163772],[17.091898,48.163804],[17.091741,48.163864],[17.091645,48.16389],[17.091463,48.163923],[17.091415,48.16393],[17.091301,48.16394],[17.091143,48.16395],[17.091073,48.163955],[17.090836,48.16398],[17.090294,48.164032],[17.090125,48.164047],[17.089769,48.164085],[17.089642,48.1641],[17.08918,48.164147],[17.088916,48.164176],[17.088758,48.164191],[17.088624,48.164207],[17.088493,48.164226],[17.088251,48.164273],[17.088119,48.16431],[17.088038,48.16428],[17.088027,48.164275],[17.088004,48.164274],[17.087909,48.164293],[17.087672,48.164341],[17.087612,48.164356],[17.08757,48.164365],[17.087464,48.164396],[17.086312,48.164723],[17.085478,48.165003],[17.085087,48.165173],[17.084256,48.165541],[17.084196,48.165569],[17.084083,48.165626],[17.0839,48.165714],[17.083732,48.165795],[17.083567,48.165875],[17.083456,48.165928],[17.083445,48.165931],[17.083359,48.165959],[17.0833,48.166002],[17.083229,48.166047],[17.083124,48.166113],[17.083093,48.166131],[17.083066,48.166147],[17.083035,48.166167],[17.083004,48.166186],[17.08297,48.166208],[17.082941,48.166225],[17.082912,48.166243],[17.082878,48.166263],[17.082847,48.166283],[17.082815,48.166303],[17.08278,48.166325],[17.082748,48.166345],[17.082713,48.166365],[17.08268,48.166387],[17.082646,48.166408],[17.082611,48.166428],[17.082586,48.166444],[17.082479,48.166511],[17.082072,48.16682],[17.081794,48.167029],[17.081447,48.167343],[17.081418,48.167373],[17.081395,48.167396],[17.081355,48.167437],[17.081289,48.167503],[17.081267,48.167526],[17.081246,48.167547],[17.081238,48.167554],[17.081049,48.167745],[17.080802,48.16799],[17.079295,48.169798],[17.078787,48.17041],[17.078366,48.170918],[17.078334,48.170956],[17.078306,48.170991],[17.078263,48.171078],[17.078207,48.171188],[17.078181,48.171239],[17.078028,48.17141],[17.077482,48.171974],[17.077389,48.172054],[17.077361,48.172076],[17.076699,48.172629],[17.0764,48.172852],[17.076218,48.172986],[17.076063,48.173076],[17.075448,48.173418],[17.075384,48.173453],[17.075322,48.173487],[17.075114,48.173603],[17.07421,48.1741],[17.07405,48.174191],[17.073969,48.174235],[17.073872,48.174288],[17.073813,48.174319],[17.073663,48.1744],[17.073539,48.174466],[17.073525,48.174473],[17.073448,48.174505],[17.073778,48.174311],[17.073881,48.174129],[17.073855,48.174106],[17.073819,48.174074],[17.073797,48.174056],[17.073783,48.173783],[17.073847,48.17358],[17.07386,48.173541],[17.073906,48.173394],[17.073918,48.173347],[17.073931,48.173259],[17.07393,48.173029],[17.073942,48.172356],[17.073943,48.172314],[17.073943,48.172265],[17.073943,48.172221],[17.073936,48.172177],[17.073921,48.172134],[17.073901,48.172089],[17.073877,48.172047],[17.073809,48.171951],[17.073767,48.171898],[17.073138,48.171463],[17.072905,48.171302],[17.072386,48.171221],[17.072343,48.171187],[17.072199,48.171067],[17.072183,48.171054],[17.072135,48.171014]]]}"
"16",3561960764,"ORBIS Street Food","{""type"":""Point"",""coordinates"":[17.1105077,48.1436144]}"
"17",5757319429,"Bylinka lux","{""type"":""Point"",""coordinates"":[17.1117184,48.14337]}"
"18",1782368733,"Vienna","{""type"":""Point"",""coordinates"":[17.1125958,48.1450548]}"
"19",2352512683,"Kamenné nám.","{""type"":""Point"",""coordinates"":[17.1137231,48.1458076]}"
"20",178768895,"Urbanic","{""type"":""Polygon"",""coordinates"":[[[17.1161669,48.1460433],[17.116244,48.1459438],[17.116268,48.1459138],[17.116297,48.1458672],[17.1163412,48.1458026],[17.1165221,48.1458623],[17.1165124,48.1458823],[17.1165429,48.1458927],[17.1165574,48.1458752],[17.1168552,48.1459737],[17.1168063,48.1460385],[17.1167733,48.1461147],[17.1167025,48.1462105],[17.1165786,48.1461874],[17.1162098,48.1460583],[17.1161669,48.1460433]]]}"
"21",3427451557,"Ľudová predajňa","{""type"":""Point"",""coordinates"":[17.1101905,48.1460995]}"
"22",4259303845,"Optika IN","{""type"":""Point"",""coordinates"":[17.1120597,48.1430362]}"
"23",2871159702,"Timex","{""type"":""Point"",""coordinates"":[17.1163845,48.1462951]}"
"24",75070305,"svätej Alžbety","{""type"":""Polygon"",""coordinates"":[[[17.1140324,48.1466909],[17.1140343,48.1466786],[17.1142986,48.1465158],[17.1142926,48.1465109],[17.1142982,48.1465078],[17.1143101,48.1465019],[17.1143344,48.1465193],[17.1143406,48.1465176],[17.1143436,48.1465199],[17.1143521,48.1465307],[17.1143537,48.1465364],[17.1143484,48.1465385],[17.1143618,48.1465506],[17.114385,48.1465646],[17.1143887,48.1465625],[17.1143943,48.1465641],[17.1143946,48.1465618],[17.1144,48.1465656],[17.1144074,48.1465673],[17.1144148,48.1465689],[17.1144125,48.1465722],[17.1144167,48.1465724],[17.1144136,48.1465767],[17.1144387,48.1465943],[17.1144359,48.1465962],[17.1144382,48.1465976],[17.1144262,48.1466047],[17.1144223,48.1466079],[17.1144186,48.1466042],[17.11436,48.1466408],[17.1143597,48.1466432],[17.1142291,48.1467236],[17.1142263,48.1467199],[17.1141511,48.1467656],[17.1141462,48.1467642],[17.1141329,48.1467633],[17.1140324,48.1466909]]]}"
"25",4095104659,"FALCON LINE","{""type"":""Point"",""coordinates"":[17.1126434,48.142412]}"
"26",1470931274,"SOHO","{""type"":""Point"",""coordinates"":[17.1161354,48.1447075]}"
"27",463165498,"Turistické informačné centrum","{""type"":""Point"",""coordinates"":[17.1101286,48.1442025]}"
"28",463165496,"Archa","{""type"":""Point"",""coordinates"":[17.1103758,48.1437992]}"
"29",4355148072,"Flora Shop","{""type"":""Point"",""coordinates"":[17.1145604,48.1437072]}"
"30",1470958217,"Koala Tours","{""type"":""Point"",""coordinates"":[17.1149236,48.1444595]}"
"31",2433778865,"Huy Vege","{""type"":""Point"",""coordinates"":[17.1122936,48.1457722]}"
"32",112313507,"Františkánska záhrada","{""type"":""Polygon"",""coordinates"":[[[17.1086821,48.1450734],[17.1088215,48.1447459],[17.1088555,48.1447537],[17.1091085,48.1448228],[17.1091327,48.1448497],[17.1090173,48.1450805],[17.1089771,48.1450931],[17.1088591,48.1450852],[17.1086821,48.1450734]]]}"
"33",1987672192,"Kaderníctvo Zuzana Szovoová","{""type"":""Point"",""coordinates"":[17.1105678,48.1465377]}"
"34",1801170745,"Bývalý mestský špitál s kostolom sv. Ladislava","{""type"":""Point"",""coordinates"":[17.1131719,48.1454222]}"
"35",3651396117,"M-ONA","{""type"":""Point"",""coordinates"":[17.1114348,48.1444034]}"
"36",2391630646,"Námestie SNP","{""type"":""Point"",""coordinates"":[17.1116367,48.1451993]}"
"37",5949886787,"DuNajlepšie Café","{""type"":""Point"",""coordinates"":[17.1117888,48.1429216]}"
"38",2168926589,"FAnn","{""type"":""Point"",""coordinates"":[17.1099817,48.1452774]}"
"39",322925545,"Slovenská sporiteľňa","{""type"":""Point"",""coordinates"":[17.1132534,48.14408]}"
"40",2693370465,"Ázijské bistro","{""type"":""Point"",""coordinates"":[17.1162736,48.145071]}"
"41",2521492314,"Fit Up!","{""type"":""Point"",""coordinates"":[17.1124742,48.1438285]}"
"42",432522183,"Café Exit","{""type"":""Point"",""coordinates"":[17.1107603,48.1438918]}"
"43",204981531,"OUsA - Preventívne centrum","{""type"":""Polygon"",""coordinates"":[[[17.1128878,48.1461051],[17.1130447,48.1460353],[17.1132606,48.1462367],[17.1130986,48.1463096],[17.1130058,48.1462197],[17.113034,48.1462009],[17.112975,48.14614],[17.1129388,48.146157],[17.1128878,48.1461051]]]}"
"44",2438736406,"Rýchločistiareň Blesk","{""type"":""Point"",""coordinates"":[17.114348,48.1456601]}"
"45",5938423376,"Námestie SNP","{""type"":""Point"",""coordinates"":[17.1104678,48.1455706]}"
"46",1473105787,"Tulip house","{""type"":""Point"",""coordinates"":[17.1140052,48.1426285]}"
"47",1916696816,"Shisha Lounge Bratislava","{""type"":""Point"",""coordinates"":[17.1101761,48.1465391]}"
